College ,Rating,Course,Duration,City,State,Country,Average Fees,Acceptance Rate
Indira Gandhi Engineering College,3.11, BE Information Technology Lateral Entry,4 Years,Baheria Gadgad,Madhya Pradesh,India,103000,46.50%
Acropolis Institute of Technology and Research,3.31, BE Information Technology Lateral Entry,4 Years,Indore,Madhya Pradesh,India,205166.6667,65.69%
Acharya Institute of Technology,2.79, BE Manufacturing Science and Engineering,4 Years,Bengaluru,Karnataka,India,238454.5455,79.29%
AC Patil College of Engineering,2.04, BE Mechanical Engineering,4 Years,Navi Mumbai,Maharashtra,India,265454.5455,67.59%
Aditya Engineering College,2.29, BE Mechanical Engineering,,Beed,Maharashtra,India,272000,
Aarupadai Veedu Institute of Technology,2.47, BE Mechanical Engineering,4 Years,Karunguzhipallam,Tamil Nadu,India,234642.8571,70.02%
ACS College of Engineering,2.49, BE Mechanical Engineering,4 Years,Bengaluru,Karnataka,India,151200,54.67%
Academy of Maritime Education and Training,2.53, BE Mechanical Engineering,4 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,53.14%
Adhiyamaan College of Engineering,2.69, BE Mechanical Engineering,,Krishnagiri,Tamil Nadu,India,235437.5,
Acharya Institute of Technology,2.79, BE Mechanical Engineering,4 Years,Bengaluru,Karnataka,India,238454.5455,60.61%
AAA College of Engineering and Technology,2.8, BE Mechanical Engineering,4 Years,Virudhunagar,Tamil Nadu,India,280000,73.92%
Acropolis Technical Campus,2.82, BE Mechanical Engineering,4 Years,Indore,Madhya Pradesh,India,223400,52.84%
ADINA Institute of Science and Technology,2.87, BE Mechanical Engineering,,Lahdara,Madhya Pradesh,India,150000,
Adichunchanagiri Institute of Technology,2.93, BE Mechanical Engineering,,Chikmagalur Rural,Karnataka,India,179500,
Abha Gaikwad-Patil College of Engineering,3.03, BE Mechanical Engineering,4 Years,Nagpur,Maharashtra,India,261666.6667,46.29%
Indira Gandhi Engineering College,3.11, BE Mechanical Engineering,4 Years,Baheria Gadgad,Madhya Pradesh,India,103000,48.81%
Adhiparasakthi College of Engineering,3.15, BE Mechanical Engineering,,Paradharami,Tamil Nadu,India,145714.2857,
Achutha Institute of Technology,3.3, BE Mechanical Engineering,4 Years,Thangadikunte,Karnataka,India,132000,88.87%
Acropolis Institute of Technology and Research,3.31, BE Mechanical Engineering,4 Years,Indore,Madhya Pradesh,India,205166.6667,51.44%
Indira College of Engineering and Management,3.53, BE Mechanical Engineering,4 Years,Pune,Maharashtra,India,322500,54.24%
Acharya College of Engineering,3.57, BE Mechanical Engineering,4 Years,Badvel,Andhra Pradesh,India,96350,57.45%
Acropolis Institute of Technology and Research,3.58, BE Mechanical Engineering,4 Years,Bhopal,Madhya Pradesh,India,215571.4286,82.84%
ACT College of Engineering and Technology,3.64, BE Mechanical Engineering,4 Years,Rettamangalam,Tamil Nadu,India,160000,72.90%
Aalim Muhammed Salegh College of Engineering,3.65, BE Mechanical Engineering,4 Years,Avadi,Tamil Nadu,India,150000,58.94%
ABMSP's Anantrao Pawar College of Engineering and Research,3.75, BE Mechanical Engineering,4 Years,Pune,Maharashtra,India,180571.4286,84.06%
Abhinav Education Society's College of Engineering and Technology,3.99, BE Mechanical Engineering,4 Years,Satara,Maharashtra,India,190000,55.91%
Indira Gandhi Engineering College,3.11, BE Mechanical Engineering Lateral Entry,4 Years,Baheria Gadgad,Madhya Pradesh,India,103000,61.60%
Acropolis Institute of Technology and Research,3.31, BE Mechanical Engineering Lateral Entry,4 Years,Indore,Madhya Pradesh,India,205166.6667,74.45%
Aarupadai Veedu Institute of Technology,2.47, BE Mechanical Engineering Part Time,4 Years,Karunguzhipallam,Tamil Nadu,India,234642.8571,61.03%
Indira College of Engineering and Management,3.53, BE Mechanical Engineering Sandwich Pattern,4 Years,Pune,Maharashtra,India,322500,88.68%
Aarupadai Veedu Institute of Technology,2.47, BE Mechatronics,4 Years,Karunguzhipallam,Tamil Nadu,India,234642.8571,75.97%
Acharya Institute of Technology,2.79, BE Mechatronics Engineering,4 Years,Bengaluru,Karnataka,India,238454.5455,50.94%
Academy of Maritime Education and Training,2.53, BE Mining Engineering,4 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,77.61%
Acharya Institute of Technology,2.79, BE Mining Engineering,4 Years,Bengaluru,Karnataka,India,238454.5455,49.52%
Aditya College of Technology and Science,3.02, BE Mining Engineering,,Satna,Madhya Pradesh,India,155413.3333,
Academy of Maritime Education and Training,2.53, BE Naval Architecture and Off Shore Engineering,4 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,69.70%
Academy of Maritime Education and Training,2.53, BE Petroleum Engineering,4 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,56.59%
Abhilashi University,3.73, BPT,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,74.93%
Indira Gandhi National Open University,3.88, BSW,2 Years,New Delhi,Delhi,India,57191.80328,65.91%
Indian Institute of Technology Guwahati ,3.45, Control and Automation,2 Years,Guwahati,Assam,India,254171.9512,81.21%
Adamas University,3.03, D.El.Ed,2 Years,Kolkata,West Bengal,India,332156.25,63.81%
Indira Gandhi National Open University,3.88, D.El.Ed,2 Years,New Delhi,Delhi,India,57191.80328,58.15%
Adesh Polytechnic College,3.01, D.Pharma,2 Years,Marh Mallu,Punjab,India,80428.57143,69.99%
Adamas University,3.03, D.Pharma,2 Years,Kolkata,West Bengal,India,332156.25,58.43%
Abhilashi University,3.73, D.Pharma Allopathy,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,74.64%
Abhilashi University,3.73, D.Pharma Ayurveda,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,67.86%
Abhilashi University,3.73, DCA,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,73.00%
Indira Gandhi National Open University,3.88, Diploma in Accommodation and Operation,2 Years,New Delhi,Delhi,India,57191.80328,51.74%
Acharya NG Ranga Agricultural University,3.62, Diploma in Agriculture,2 Years,Guntur,Andhra Pradesh,India,66596,46.76%
Acharya NG Ranga Agricultural University,3.62, Diploma in Agriculture,2 Years,Guntur,Andhra Pradesh,India,66596,66.42%
Acharya NG Ranga Agricultural University,3.62, Diploma in Agriculture,2 Years,Guntur,Andhra Pradesh,India,66596,79.63%
Acharya NG Ranga Agricultural University,3.62, Diploma in Agriculture,2 Years,Guntur,Andhra Pradesh,India,66596,66.38%
Acharya NG Ranga Agricultural University,3.62, Diploma in Agriculture,2 Years,Guntur,Andhra Pradesh,India,66596,60.69%
Acharya NG Ranga Agricultural University,3.62, Diploma in Agriculture,2 Years,Guntur,Andhra Pradesh,India,66596,82.04%
Acharya NG Ranga Agricultural University,3.62, Diploma in Agriculture,2 Years,Guntur,Andhra Pradesh,India,66596,49.54%
Acharya NG Ranga Agricultural University,3.62, Diploma in Agriculture,2 Years,Guntur,Andhra Pradesh,India,66596,69.24%
Acharya NG Ranga Agricultural University,3.62, Diploma in Agriculture,2 Years,Guntur,Andhra Pradesh,India,66596,49.07%
Acharya Polytechnic,3.43, Diploma in Apparel Design and Fashion Technology,2 Years,Bengaluru,Karnataka,India,98250,68.58%
AANM and VVRSR Polytechnic,3.25, Diploma in Applied Electronics and Instrumentation Engineering,2 Years,Gudlavalleru,Andhra Pradesh,India,46500,54.70%
Indira Gandhi National Open University,3.88, Diploma in Aquaculture,2 Years,New Delhi,Delhi,India,57191.80328,79.30%
Acharya Polytechnic,3.43, Diploma in Architecture Engineering,2 Years,Bengaluru,Karnataka,India,98250,67.82%
Abhilashi University,3.73, Diploma in Art and Craft,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,50.12%
Aarsh Mahavidyalaya,2.34, Diploma in Automobile Engineering,2 Years,Rajkot,Gujarat,India,126000,70.63%
Adesh Polytechnic College,3.01, Diploma in Automobile Engineering,2 Years,Marh Mallu,Punjab,India,80428.57143,83.01%
Acharya Polytechnic,3.43, Diploma in Automobile Engineering,2 Years,Bengaluru,Karnataka,India,98250,46.21%
Aalim Muhammed Salegh Polytechnic College,3.82, Diploma in Automobile Engineering,2 Years,Chennai,Tamil Nadu,India,102000,55.84%
Abhaysinhraje Bhonsle Institute of Technology,3.85, Diploma in Automobile Engineering,2 Years,Satara,Maharashtra,India,135000,66.73%
Indira Gandhi National Open University,3.88, Diploma in Bakery & Confectionery,2 Years,New Delhi,Delhi,India,57191.80328,56.22%
Indira Gandhi National Open University,3.88, Diploma in Bakery and Confectionary,2 Years,New Delhi,Delhi,India,57191.80328,79.41%
Indira Gandhi National Open University,3.88, Diploma in Bakery and Confectionery,3 Years,New Delhi,Delhi,India,57191.80328,52.40%
Indira Gandhi National Open University,3.88, Diploma in Bakery and Confectionery,2 Years,New Delhi,Delhi,India,57191.80328,58.09%
Indira Gandhi National Open University,3.88, Diploma in Bakery and Confectionery,2 Years,New Delhi,Delhi,India,57191.80328,49.67%
Indira Gandhi National Open University,3.88, Diploma in Bakery and Confectionery,2 Years,New Delhi,Delhi,India,57191.80328,77.79%
Indira Gandhi National Open University,3.88, Diploma in Bakery and Confectionery,2 Years,New Delhi,Delhi,India,57191.80328,69.84%
Indira Gandhi National Open University,3.88, Diploma in Bakery and Confectionery,2 Years,New Delhi,Delhi,India,57191.80328,85.26%
Indira Gandhi National Open University,3.88, Diploma in Bakery and Confectionery,2 Years,New Delhi,Delhi,India,57191.80328,53.03%
Indira Gandhi National Open University,3.88, Diploma in Bakery and Confectionery,2 Years,New Delhi,Delhi,India,57191.80328,55.76%
Indira Gandhi National Open University,3.88, Diploma in Bakery and Confectionery,2 Years,New Delhi,Delhi,India,57191.80328,81.22%
Indira Gandhi National Open University,3.88, Diploma in Bakery and Confectionery,2 Years,New Delhi,Delhi,India,57191.80328,83.33%
Indira Gandhi National Open University,3.88, Diploma in Bakery and Confectionery,2 Years,New Delhi,Delhi,India,57191.80328,85.61%
Indira Gandhi National Open University,3.88, Diploma in Bakery and Confectionery,2 Years,New Delhi,Delhi,India,57191.80328,61.66%
Indira Gandhi National Open University,3.88, Diploma in Bakery and Confectionery,2 Years,New Delhi,Delhi,India,57191.80328,60.56%
Indira Gandhi National Open University,3.88, Diploma in Bakery and Patisserie,2 Years,New Delhi,Delhi,India,57191.80328,49.05%
Indira Gandhi National Open University,3.88, Diploma in Business Process Outsourcing,2 Years,New Delhi,Delhi,India,57191.80328,77.83%
Aditya College of Technology and Science,3.02, Diploma in Cement Technology II Shift,,Satna,Madhya Pradesh,India,155413.3333,
Acharya Shrimannarayan Polytechnic,2.23, Diploma in Civil Engineering,2 Years,Wardha,Maharashtra,India,23970,50.27%
Adhiparasakthi Polytechnic College,2.29, Diploma in Civil Engineering,,Pappireddipatti,Tamil Nadu,India,90000,
Adhiparasakthi Polytechnic College,2.33, Diploma in Civil Engineering,,Melmaruvathur,Tamil Nadu,India,90000,
Aarsh Mahavidyalaya,2.34, Diploma in Civil Engineering,2 Years,Rajkot,Gujarat,India,126000,69.47%
Aditya Institute of Technology and Management,2.49, Diploma in Civil Engineering,,K Kotturu,Andhra Pradesh,India,159875,
Adarsha School of Engineering and International Polytechnic,2.81, Diploma in Civil Engineering,2 Years,Angul,Odisha,India,82000,70.82%
Aarooran Polytechnic College,2.89, Diploma in Civil Engineering,2 Years,Thiruvarur,Tamil Nadu,India,65100,72.07%
Adesh Polytechnic College,3.01, Diploma in Civil Engineering,2 Years,Marh Mallu,Punjab,India,80428.57143,58.80%
Aditya Engineering College,3.12, Diploma in Civil Engineering,,Surampalem,Andhra Pradesh,India,163440,
Indic Institute of Design and Research,3.24, Diploma in Civil Engineering,2 Years,Tarakai,Odisha,India,211142.8571,74.32%
AANM and VVRSR Polytechnic,3.25, Diploma in Civil Engineering,2 Years,Gudlavalleru,Andhra Pradesh,India,46500,73.96%
Acropolis Institute of Technology and Research,3.31, Diploma in Civil Engineering,2 Years,Indore,Madhya Pradesh,India,205166.6667,47.45%
Adhunik College of Engineering,3.31, Diploma in Civil Engineering,,Ghaziabad,Uttar Pradesh,India,239000,
Adarsh Institute of Technology,3.36, Diploma in Civil Engineering,2 Years,Vita,Maharashtra,India,135000,80.93%
Abhinav Education Society's College of Engineering and Technology Polytechnic,3.38, Diploma in Civil Engineering,2 Years,Hartali,Maharashtra,India,136000,63.92%
Acharya Polytechnic,3.43, Diploma in Civil Engineering,2 Years,Bengaluru,Karnataka,India,98250,75.70%
Abhay Memorial Trust Group of Institutions,3.45, Diploma in Civil Engineering,2 Years,Allahabad,Uttar Pradesh,India,161350,86.01%
Acharya College of Engineering,3.57, Diploma in Civil Engineering,2 Years,Badvel,Andhra Pradesh,India,96350,68.80%
Indira Gandhi Institute of Technology,3.86, Diploma in Civil Engineering,2 Years,Khalapal,Odisha,India,161636.3636,50.79%
Aditya College of Engineering and Technology,3.96, Diploma in Civil Engineering,,Surampalem,Andhra Pradesh,India,139500,
Aamdar Kashinathji Mengal Polytechnic,3.98, Diploma in Civil Engineering,2 Years,Nashik,Maharashtra,India,95120,78.48%
ACE College of Engineering and Management,2.74, Diploma in Civil Engineering II Shift,2 Years,Agra,Uttar Pradesh,India,150666.6667,62.65%
Aditya College of Technology and Science,3.02, Diploma in Civil Engineering II Shift,,Satna,Madhya Pradesh,India,155413.3333,
Abhinav Hi-Tech College of Engineering,3.24, Diploma in Civil Engineering II Shift,2 Years,Hyderabad,Telangana,India,125153.8462,81.80%
AANM and VVRSR Polytechnic,3.25, Diploma in Civil Engineering II Shift,2 Years,Gudlavalleru,Andhra Pradesh,India,46500,87.77%
Acropolis Institute of Technology and Research,3.31, Diploma in Civil Engineering Lateral Entry,2 Years,Indore,Madhya Pradesh,India,205166.6667,61.33%
Adarsh Polytechnic,3.45, Diploma in Civil Engineering Lateral Entry,2 Years,Julana Rural,Haryana,India,48000,63.20%
Adarsha School of Engineering and International Polytechnic,2.81, Diploma in Civil Engineering Part Time,2 Years,Angul,Odisha,India,82000,84.82%
Acharya Shrimannarayan Polytechnic,2.23, Diploma in Computer Engineering,2 Years,Wardha,Maharashtra,India,23970,47.89%
Adhiparasakthi Polytechnic College,2.33, Diploma in Computer Engineering,,Melmaruvathur,Tamil Nadu,India,90000,
Aarooran Polytechnic College,2.89, Diploma in Computer Engineering,2 Years,Thiruvarur,Tamil Nadu,India,65100,62.96%
Abhinav Education Society's College of Engineering and Technology Polytechnic,3.38, Diploma in Computer Engineering,2 Years,Hartali,Maharashtra,India,136000,85.46%
Abhishek Polytechnic College,3.77, Diploma in Computer Engineering,2 Years,Abohar,Punjab,India,87450,60.32%
Aalim Muhammed Salegh Polytechnic College,3.82, Diploma in Computer Engineering,2 Years,Chennai,Tamil Nadu,India,102000,49.33%
Abhaysinhraje Bhonsle Institute of Technology,3.85, Diploma in Computer Engineering,2 Years,Satara,Maharashtra,India,135000,61.10%
AC Patil College of Engineering,2.04, Diploma in Computer Engineering II Shift,2 Years,Navi Mumbai,Maharashtra,India,265454.5455,60.19%
AANM and VVRSR Polytechnic,3.25, Diploma in Computer Engineering II Shift,2 Years,Gudlavalleru,Andhra Pradesh,India,46500,60.20%
Adhiparasakthi Polytechnic College,2.29, Diploma in Computer Science and Engineering,,Pappireddipatti,Tamil Nadu,India,90000,
Adarsh Polytechnic College,2.42, Diploma in Computer Science and Engineering,2 Years,Samana,Punjab,India,85050,66.43%
Abbnoor Polytechnic College,2.72, Diploma in Computer Science and Engineering,2 Years,Faridkot,Punjab,India,84050,60.99%
Abbnoor Polytechnic College,2.72, Diploma in Computer Science and Engineering,2 Years,Faridkot,Punjab,India,84050,47.66%
Adarsha School of Engineering and International Polytechnic,2.81, Diploma in Computer Science and Engineering,2 Years,Angul,Odisha,India,82000,74.02%
Accurate Institute of Polytechnic,2.89, Diploma in Computer Science and Engineering,2 Years,Greater Noida,Uttar Pradesh,India,84000,76.02%
Adichunchanagiri Polytechnic College,2.91, Diploma in Computer Science and Engineering,,Central University of Karnataka,Karnataka,India,32340,
Abha Gaikwad-Patil College of Engineering,3.03, Diploma in Computer Science and Engineering,2 Years,Nagpur,Maharashtra,India,261666.6667,45.89%
Aditya Engineering College,3.12, Diploma in Computer Science and Engineering,,Surampalem,Andhra Pradesh,India,163440,
Acharya Polytechnic,3.43, Diploma in Computer Science and Engineering,2 Years,Bengaluru,Karnataka,India,98250,72.41%
Adarsh Institute of Technology,3.36, Diploma in Computer Technology,2 Years,Vita,Maharashtra,India,135000,86.75%
